No,compound,NComp,Comp_L2Norm,Comp_L3Norm,Comp_L5Norm,Comp_L7Norm,Comp_L10Norm,mean_Number,maxdiff_Number,dev_Number,max_Number,min_Number,most_Number,mean_MendeleevNumber,maxdiff_MendeleevNumber,dev_MendeleevNumber,max_MendeleevNumber,min_MendeleevNumber,most_MendeleevNumber,mean_AtomicWeight,maxdiff_AtomicWeight,dev_AtomicWeight,max_AtomicWeight,min_AtomicWeight,most_AtomicWeight,mean_MeltingT,maxdiff_MeltingT,dev_MeltingT,max_MeltingT,min_MeltingT,most_MeltingT,mean_Column,maxdiff_Column,dev_Column,max_Column,min_Column,most_Column,mean_Row,maxdiff_Row,dev_Row,max_Row,min_Row,most_Row,mean_CovalentRadius,maxdiff_CovalentRadius,dev_CovalentRadius,max_CovalentRadius,min_CovalentRadius,most_CovalentRadius,mean_Electronegativity,maxdiff_Electronegativity,dev_Electronegativity,max_Electronegativity,min_Electronegativity,most_Electronegativity,mean_NsValence,maxdiff_NsValence,dev_NsValence,max_NsValence,min_NsValence,most_NsValence,mean_NpValence,maxdiff_NpValence,dev_NpValence,max_NpValence,min_NpValence,most_NpValence,mean_NdValence,maxdiff_NdValence,dev_NdValence,max_NdValence,min_NdValence,most_NdValence,mean_NfValence,maxdiff_NfValence,dev_NfValence,max_NfValence,min_NfValence,most_NfValence,mean_NValance,maxdiff_NValance,dev_NValance,max_NValance,min_NValance,most_NValance,mean_NsUnfilled,maxdiff_NsUnfilled,dev_NsUnfilled,max_NsUnfilled,min_NsUnfilled,most_NsUnfilled,mean_NpUnfilled,maxdiff_NpUnfilled,dev_NpUnfilled,max_NpUnfilled,min_NpUnfilled,most_NpUnfilled,mean_NdUnfilled,maxdiff_NdUnfilled,dev_NdUnfilled,max_NdUnfilled,min_NdUnfilled,most_NdUnfilled,mean_NfUnfilled,maxdiff_NfUnfilled,dev_NfUnfilled,max_NfUnfilled,min_NfUnfilled,most_NfUnfilled,mean_NUnfilled,maxdiff_NUnfilled,dev_NUnfilled,max_NUnfilled,min_NUnfilled,most_NUnfilled,mean_GSvolume_pa,maxdiff_GSvolume_pa,dev_GSvolume_pa,max_GSvolume_pa,min_GSvolume_pa,most_GSvolume_pa,mean_GSbandgap,maxdiff_GSbandgap,dev_GSbandgap,max_GSbandgap,min_GSbandgap,most_GSbandgap,mean_GSmagmom,maxdiff_GSmagmom,dev_GSmagmom,max_GSmagmom,min_GSmagmom,most_GSmagmom,Space Group No.,frac_sValence,frac_pValence,frac_dValence,frac_fValence,CanFormIonic,MaxIonicChar,MeanIonicChar,Tc_real,MagnetizationDensity
5135,U1Lu1Fe15Ge2,4,0.799930745,0.790252642,0.789480754,0.78947377,0.789473684,32.47368421,66,10.32132964,92,26,26,54.94736842,59,5.146814404,79,20,55,73.47109,182.18391,28.00563474,238.02891,55.845,55.845,1733.252632,724.6,144.100831,1936,1211.4,1811,8.105263158,11,1.24099723,14,3,8,4.263157895,3,0.470914127,7,4,4,137,76,11.47368421,196,120,132,1.795789474,0.74,0.099113573,2.01,1.27,1.83,2,0,0,2,2,2,0.210526316,2,0.376731302,2,0,0,5.894736842,9,1.030470914,10,1,6,0.894736842,14,1.601108033,14,0,0,9,11,1.894736842,17,6,8,0,0,0,0,0,0,0.421052632,4,0.753462604,4,0,0,4.105263158,9,1.030470914,9,0,4,0.578947368,11,1.096952909,11,0,0,5.105263158,16,1.977839335,20,4,4,13.46578947,18.135,4.31966759,28.865,10.73,10.73,0.040315789,0.383,0.072144044,0.383,0,0,1.666431005,2.1106628,0.701418623,2.1106628,0,2.1106628,194,0.222222222,0.023391813,0.65497076,0.099415205,0,0.127942572,0.014190593,488.9,134.3210108
5136,U1Mn1Fe1Ge2,4,0.529150262,0.444796018,0.407233601,0.401326025,0.400117033,41.4,67,20.24,92,25,32,57,59,17.6,79,20,79,98.818391,183.090865,55.6842076,238.02891,54.938045,72.64,1432.16,599.6,186.272,1811,1211.4,1211.4,9.2,11,3.84,14,3,14,4.6,3,0.96,7,4,4,141.4,76,21.84,196,120,120,1.756,0.63,0.2328,2.01,1.38,2.01,2,0,0,2,2,2,0.8,2,0.96,2,0,2,6.4,9,2.88,10,1,10,0.6,3,0.96,3,0,0,9.8,8,3.36,14,6,14,0,0,0,0,0,0,1.6,4,1.92,4,0,4,3.6,9,2.88,9,0,0,2.2,11,3.52,11,0,0,7.4,16,5.04,20,4,4,17.45051724,12.51741379,5.47337931,23.005,10.48758621,23.005,0.1532,0.383,0.18384,0.383,0,0.383,0.422194584,2.1106628,0.675387286,2.1106628,0,0,139,0.204081633,0.081632653,0.653061224,0.06122449,0,0.094461061,0.030726401,180,20.44402194
5143,U1Ni4P2,3,0.654653671,0.597048457,0.575065028,0.572069151,0.571484405,33.42857143,77,16.73469388,92,15,28,61.42857143,63,12.32653061,83,20,61,76.392862,207.055148,46.181728,238.02891,30.973762,58.6934,1279.228571,1410.7,549.6734694,1728,317.3,1728,10.42857143,12,2.612244898,15,3,10,4.142857143,4,0.816326531,7,3,4,129.4285714,89,19.02040816,196,107,124,1.914285714,0.81,0.15755102,2.19,1.38,1.91,2,0,2.22E-16,2,2,2,0.857142857,3,1.224489796,3,0,0,4.714285714,8,3.755102041,8,0,8,0.428571429,3,0.734693878,3,0,0,8,5,2.285714286,10,5,10,0,0,0,0,0,0,0.857142857,3,1.224489796,3,0,0,2.428571429,9,1.87755102,9,0,2,1.571428571,11,2.693877551,11,0,0,4.857142857,18,4.326530612,20,2,2,15.2064966,12.2502381,5.584567541,22.5702381,10.32,10.32,0.464285714,1.625,0.663265306,1.625,0,0,0.340225543,0.5953947,0.291621894,0.5953947,0,0.5953947,136,0.25,0.107142857,0.589285714,0.053571429,0,0.151279196,0.029759001,21,-0.526885551
5154,U1Re2Fe10,3,0.788226982,0.771531573,0.769281532,0.769232187,0.769230777,38.61538462,66,19.40828402,92,26,26,52.15384615,35,4.946745562,55,20,55,89.91483923,182.18391,52.41513728,238.02891,55.845,55.845,2033.538462,2051,438.6035503,3459,1408,1811,7.461538462,5,0.828402367,8,3,8,4.538461538,3,0.828402367,7,4,4,139.8461538,64,12.07100592,196,132,132,1.806153846,0.52,0.06556213,1.9,1.38,1.83,2,0,0,2,2,2,0,0,0,0,0,0,5.461538462,5,0.828402367,6,1,6,2.384615385,14,3.668639053,14,0,0,9.846153846,15,3.431952663,21,6,8,0,0,0,0,0,0,0,0,0,0,0,0,4.538461538,5,0.828402367,9,4,4,0.846153846,11,1.562130178,11,0,0,5.384615385,16,2.24852071,20,4,4,12.04884615,9.295,2.028994083,20.025,10.73,10.73,0,0,0,0,0,0,1.623586769,2.1106628,0.74934774,2.1106628,0,2.1106628,139,0.203125,0,0.5546875,0.2421875,0,0.065365747,0.007678883,340,55.27972606
5161,U1Ru0.5Co0.5Sn1,4,0.527046277,0.436790232,0.385263208,0.368439217,0.357292694,59.16666667,65,21.88888889,92,27,71,52.33333333,60,21.55555556,80,20,50,145.5801692,179.095715,61.63249389,238.02891,58.933195,178.369455,1366.86,2101.92,574.52,2607,505.08,956.54,8.5,11,3.833333333,14,3,8.5,5.5,3,1,7,4,6,157,70,26,196,126,167.5,1.793333333,0.82,0.275555556,2.2,1.38,1.67,1.833333333,1,0.277777778,2,1,2,0.666666667,2,0.888888889,2,0,1,6,9,3.333333333,10,1,5.5,1,3,1.333333333,3,0,1.5,9.5,8,3,14,6,10,0.166666667,1,0.277777778,1,0,0,1.333333333,4,1.777777778,4,0,2,4,9,3.333333333,9,0,4.5,3.666666667,11,4.888888889,11,0,5.5,9.166666667,17,7.222222222,20,3,12,21.72916667,23.04,7.703888889,33.285,10.245,26.655,0,0,0,0,0,0,0.258078533,1.5484712,0.430130889,1.5484712,0,0,189,0.192982456,0.070175439,0.631578947,0.105263158,0,0.154730696,0.04501912,83,19.92714642
5177,U2Fe3Ge1,3,0.623609564,0.550321208,0.512897481,0.504110433,0.500861217,49,66,28.66666667,92,26,26,47.33333333,59,18.22222222,79,20,55,119.3721367,182.18391,79.10451556,238.02891,55.845,55.845,1576.733333,599.6,234.2666667,1811,1211.4,1811,7.333333333,11,2.888888889,14,3,8,5,3,1.333333333,7,4,4,151.3333333,76,29.77777778,196,120,132,1.71,0.63,0.22,2.01,1.38,1.83,2,0,2.22E-16,2,2,2,0.333333333,2,0.555555556,2,0,0,5,9,2.666666667,10,1,6,1,3,1.333333333,3,0,0,8.333333333,8,1.888888889,14,6,8,0,0,0,0,0,0,0.666666667,4,1.111111111,4,0,0,5,9,2.666666667,9,0,4,3.666666667,11,4.888888889,11,0,0,9.333333333,16,7.111111111,20,4,4,15.87416667,12.275,5.144166667,23.005,10.73,10.73,0.063833333,0.383,0.106388889,0.383,0,0,1.0553314,2.1106628,1.0553314,2.1106628,0,2.1106628,194,0.24,0.04,0.6,0.12,0,0.094461061,0.02829519,55,0.100129431
5181,U2Ni12P7,3,0.668365183,0.607760124,0.578961301,0.573286845,0.571688732,29.76190476,77,11.85487528,92,15,28,64.42857143,63,12.38095238,83,20,61,66.53309305,207.055148,32.6658699,238.02891,30.973762,58.6934,1227.290476,1410.7,606.6603175,1728,317.3,1728,11,12,2.666666667,15,3,10,3.952380952,4,0.634920635,7,3,4,125.1904762,89,13.48752834,196,107,124,1.952857143,0.81,0.158095238,2.19,1.38,1.91,2,0,0,2,2,2,1,3,1.333333333,3,0,0,4.666666667,8,3.80952381,8,0,8,0.285714286,3,0.517006803,3,0,0,7.952380952,5,2.340136054,10,5,10,0,0,0,0,0,0,1,3,1.333333333,3,0,0,2,9,1.333333333,9,0,2,1.047619048,11,1.89569161,11,0,0,4.047619048,18,3.038548753,20,2,2,15.32769841,12.2502381,5.7230839,22.5702381,10.32,10.32,0.541666667,1.625,0.722222222,1.625,0,0,0.340225543,0.5953947,0.291621894,0.5953947,0,0.5953947,174,0.251497006,0.125748503,0.586826347,0.035928144,0,0.151279196,0.024380325,29,-1.051997154
5190,U3Co2Ge7,3,0.656167323,0.602535566,0.585229888,0.583567304,0.583345738,46.16666667,65,22.91666667,92,27,32,60.75,59,21.29166667,79,20,79,111.70276,179.095715,63.163075,238.02891,58.933195,72.64,1353.316667,556.6,165.5694444,1768,1211.4,1211.4,10.41666667,11,4.180555556,14,3,14,4.75,3,1.125,7,4,4,140,76,28,196,120,120,1.830833333,0.63,0.225416667,2.01,1.38,2.01,2,0,0,2,2,2,1.166666667,2,0.972222222,2,0,2,7.25,9,3.208333333,10,1,10,0.75,3,1.125,3,0,0,11.16666667,8,3.305555556,14,6,14,0,0,0,0,0,0,2.333333333,4,1.944444444,4,0,4,2.75,9,3.208333333,9,0,0,2.75,11,4.125,11,0,0,7.833333333,17,6.083333333,20,3,4,20.13333333,12.76,3.350277778,23.005,10.245,23.005,0.223416667,0.383,0.186180556,0.383,0,0.383,0.258078533,1.5484712,0.430130889,1.5484712,0,0,65,0.179104478,0.104477612,0.649253731,0.067164179,0,0.094461061,0.033419849,40,21.30902521
5191,U3Co3Sb4,3,0.583095189,0.490486813,0.432310107,0.413752649,0.404291818,56.1,65,21.54,92,27,51,57.4,65,22.44,85,20,85,137.7926315,179.095715,60.1417671,238.02891,58.933195,121.76,1314.312,864.22,328.4256,1768,903.78,903.78,9.6,12,4.32,15,3,15,5.3,3,1.02,7,4,5,152.2,70,26.28,196,126,139,1.798,0.67,0.2508,2.05,1.38,2.05,2,0,0,2,2,2,1.2,3,1.44,3,0,3,6.4,9,3.24,10,1,10,0.9,3,1.26,3,0,0,10.5,9,3.6,15,6,15,0,0,0,0,0,0,1.2,3,1.44,3,0,3,3.6,9,3.24,9,0,0,3.3,11,4.62,11,0,0,8.1,17,7.14,20,3,3,21.705,21.315,7.884,31.56,10.245,31.56,0,0,0,0,0,0,0.46454136,1.5484712,0.650357904,1.5484712,0,0,220,0.19047619,0.114285714,0.60952381,0.085714286,0,0.10615688,0.038111051,10,0.001249668
5192,U3Co3Sn3D1.8,4,0.509175077,0.410017927,0.34781191,0.325412267,0.310096647,47.11111111,91,26.54320988,92,1,56.33333333,59.22222222,72,22.4691358,92,20,52.66666667,115.6324636,237.02097,69.70776821,238.02891,1.00794,138.5573683,1024.857222,1753.99,625.7141975,1768,14.01,1227.026667,7.388888889,13,4.567901235,14,1,8.666666667,4.611111111,6,1.543209877,7,1,5.333333333,133.2222222,165,38.08641975,196,31,153.6666667,1.816666667,0.82,0.242592593,2.2,1.38,1.74,1.833333333,1,0.277777778,2,1,2,0.555555556,2,0.802469136,2,0,0.666666667,5,10,3.888888889,10,0,6,0.833333333,3,1.203703704,3,0,1,8.222222222,13,3.641975309,14,1,9.666666667,0.166666667,1,0.277777778,1,0,0,1.111111111,4,1.604938272,4,0,1.333333333,3.333333333,9,3.148148148,9,0,4,3.055555556,11,4.413580247,11,0,3.666666667,7.666666667,19,6.851851852,20,1,9,18.75666667,26.67,8.775925926,33.285,6.615,21.185,1.308833333,7.853,2.181388889,7.853,0,0,0.430130889,1.5484712,0.621300173,1.5484712,0,0.516157067,189,0.222972973,0.067567568,0.608108108,0.101351351,0,0.154730696,0.040035171,104,34.2131512
5193,U3Co4Ge7,3,0.614451805,0.540798163,0.507320977,0.501595371,0.500195712,43.42857143,65,20.81632653,92,27,32,60.35714286,59,18.64285714,79,20,79,104.1642507,179.095715,57.37056827,238.02891,58.933195,72.64,1412.557143,556.6,203.1102041,1768,1211.4,1211.4,10.21428571,11,3.785714286,14,3,14,4.642857143,3,1.010204082,7,4,4,138,76,24.85714286,196,120,120,1.837857143,0.63,0.19622449,2.01,1.38,2.01,2,0,0,2,2,2,1,2,1,2,0,2,7.214285714,9,2.785714286,10,1,10,0.642857143,3,1.010204082,3,0,0,10.85714286,8,3.142857143,14,6,14,0,0,0,0,0,0,2,4,2,4,0,4,2.785714286,9,2.785714286,9,0,0,2.357142857,11,3.704081633,11,0,0,7.142857143,17,5.510204082,20,3,4,18.72071429,12.76,4.843265306,23.005,10.245,23.005,0.1915,0.383,0.1915,0.383,0,0.383,0.442420343,1.5484712,0.632029061,1.5484712,0,0,139,0.184210526,0.092105263,0.664473684,0.059210526,0,0.094461061,0.028865061,21.5,7.150009519
5198,U3Ru2Ni1Al3,4,0.532870169,0.442117468,0.387963584,0.369561176,0.357566689,47.88888889,79,29.40740741,92,13,52.5,50.22222222,53,20.14814815,73,20,46.5,117.3183051,211.0473714,80.47373661,238.02891,26.9815386,132.5052243,1551.823333,1673.53,508.1177778,2607,933.47,1170.735,8.222222222,10,3.580246914,13,3,8,4.888888889,4,1.456790123,7,3,5,151.8888889,75,29.40740741,196,121,158.5,1.697777778,0.82,0.27037037,2.2,1.38,1.495,1.777777778,1,0.345679012,2,1,2,0.333333333,1,0.444444444,1,0,0.5,2.777777778,8,3.037037037,8,0,0.5,1,3,1.333333333,3,0,1.5,5.888888889,7,1.925925926,10,3,4.5,0.222222222,1,0.345679012,1,0,0,1.666666667,5,2.222222222,5,0,2.5,3.888888889,9,3.407407407,9,0,4.5,3.666666667,11,4.888888889,11,0,5.5,9.444444444,18,7.037037037,20,2,12.5,16.31722222,9.705,2.58037037,20.025,10.32,18.2525,0,0,0,0,0,0,0.066154967,0.5953947,0.11760883,0.5953947,0,0,189,0.301886792,0.056603774,0.471698113,0.169811321,0,0.154730696,0.045889029,74,26.26705879
5214,V0.3Fe2.7Ge1,3,0.723705741,0.686541364,0.6759405,0.675092167,0.675003278,27.275,9,2.3625,32,23,26,60.325,33,9.3375,79,46,55,59.6759875,21.6985,6.48200625,72.64,50.9415,55.845,1689,971.6,238.8,2183,1211.4,1811,9.275,9,2.3625,14,5,8,4,0,0,4,4,4,130.575,33,5.2875,153,120,132,1.86,0.38,0.075,2.01,1.63,1.83,2,0,0,2,2,2,0.5,2,0.75,2,0,0,6.775,7,1.6125,10,3,6,0,0,0,0,0,0,9.275,9,2.3625,14,5,8,0,0,0,0,0,0,1,4,1.5,4,0,0,3.225,7,1.6125,7,0,4,0,0,0,0,0,0,4.225,3,0.41625,7,4,4,13.96975,12.275,4.517625,23.005,10.73,10.73,0.09575,0.383,0.143625,0.383,0,0,1.42469739,2.1106628,0.926053304,2.1106628,0,2.1106628,194,0.215633423,0.053908356,0.730458221,0,0,0.035456166,0.005059769,476,132.1430109
5219,V0.5Mn0.5Co2Ga1,4,0.58630197,0.524792057,0.503277073,0.500564837,0.500048902,27.25,8,1.875,31,23,27,59.75,28,7.125,74,46,58,60.13229062,18.7815,4.795354687,69.723,50.9415,58.933195,1422.4775,1880.09,559.78375,2183,302.91,1768,9.25,8,1.875,13,5,9,4,0,0,4,4,4,130,31,8,153,122,126,1.79,0.33,0.1,1.88,1.55,1.88,2,0,0,2,2,2,0.25,1,0.375,1,0,0,7,7,1.5,10,3,7,0,0,0,0,0,0,9.25,8,1.875,13,5,9,0,0,0,0,0,0,1.25,5,1.875,5,0,0,3,7,1.5,7,0,3,0,0,0,0,0,0,4.25,4,1.25,7,3,3,12.77407328,8.6125,3.100695043,18.8575,10.245,10.245,0,0,0,0,0,0,0.774274365,1.5484712,0.774196835,1.5484712,0,1.5484712,225,0.216216216,0.027027027,0.756756757,0,0,0.02685774,0.007202765,305,42.4934823
5225,V1Co2Al1,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,22.5,14,4.75,27,13,27,58.75,27,7.125,73,46,58,48.94735715,31.9516564,10.98290927,58.933195,26.9815386,58.933195,1663.1175,1249.53,364.82375,2183,933.47,1768,9,8,2,13,5,9,3.75,1,0.375,4,3,4,131.5,32,10.75,153,121,126,1.75,0.27,0.13,1.88,1.61,1.88,2,0,0,2,2,2,0.25,1,0.375,1,0,0,4.25,7,2.75,7,0,7,0,0,0,0,0,0,6.5,6,2.5,9,3,9,0,0,0,0,0,0,1.25,5,1.875,5,0,0,3.25,7,1.875,7,0,3,0,0,0,0,0,0,4.5,4,1.5,7,3,3,12.495,6.235,2.25,16.48,10.245,10.245,0,0,0,0,0,0,0.7742356,1.5484712,0.7742356,1.5484712,0,1.5484712,225,0.307692308,0.038461538,0.653846154,0,0,0.018059929,0.008403372,134,43.58117747
5226,V1Co2Ga1,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,27,8,2,31,23,27,59,28,7.5,74,46,58,59.6327225,18.7815,5.04513875,69.723,50.9415,58.933195,1505.4775,1880.09,601.28375,2183,302.91,1768,9,8,2,13,5,9,4,0,0,4,4,4,131.75,31,10.625,153,122,126,1.8,0.25,0.085,1.88,1.63,1.88,2,0,0,2,2,2,0.25,1,0.375,1,0,0,6.75,7,1.875,10,3,7,0,0,0,0,0,0,9,8,2,13,5,9,0,0,0,0,0,0,1.25,5,1.875,5,0,0,3.25,7,1.875,7,0,3,0,0,0,0,0,0,4.5,4,1.5,7,3,3,13.089375,8.6125,2.8840625,18.8575,10.245,10.245,0,0,0,0,0,0,0.7742356,1.5484712,0.7742356,1.5484712,0,1.5484712,225,0.222222222,0.027777778,0.75,0,0,0.015503563,0.005190364,352,42.95445465
5227,V1Co2Si1,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,22.75,13,4.375,27,14,27,60,32,9,78,46,58,49.2233475,30.847695,10.56892375,58.933195,28.0855,58.933195,1851.5,496,165.75,2183,1687,1768,9.25,9,2.375,14,5,9,3.75,1,0.375,4,3,4,129,42,12,153,111,126,1.8225,0.27,0.09625,1.9,1.63,1.88,2,0,0,2,2,2,0.5,2,0.75,2,0,0,4.25,7,2.75,7,0,7,0,0,0,0,0,0,6.75,5,2.25,9,4,9,0,0,0,0,0,0,1,4,1.5,4,0,0,3.25,7,1.875,7,0,3,0,0,0,0,0,0,4.25,4,1.375,7,3,3,13.485,10.195,3.4775,20.44,10.245,10.245,0.19325,0.773,0.289875,0.773,0,0,0.7742356,1.5484712,0.7742356,1.5484712,0,1.5484712,225,0.296296296,0.074074074,0.62962963,0,0,0.018059929,0.006158381,566,65.24800535
5230,V1Fe2Sn1,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,31.25,27,9.375,50,23,26,59,34,10.5,80,46,55,70.335375,67.7685,24.1873125,118.71,50.9415,55.845,1577.52,1677.92,536.22,2183,505.08,1811,8.75,9,2.625,14,5,8,4.25,1,0.375,5,4,4,139,21,7,153,132,132,1.8125,0.33,0.09125,1.96,1.63,1.83,2,0,0,2,2,2,0.5,2,0.75,2,0,0,6.25,7,1.875,10,3,6,0,0,0,0,0,0,8.75,9,2.625,14,5,8,0,0,0,0,0,0,1,4,1.5,4,0,0,3.75,7,1.875,7,0,4,0,0,0,0,0,0,4.75,3,1.125,7,4,4,16.93875,22.555,8.173125,33.285,10.73,10.73,0,0,0,0,0,0,1.0553314,2.1106628,1.0553314,2.1106628,0,2.1106628,225,0.228571429,0.057142857,0.714285714,0,0,0.02685774,0.006898781,200,18.54874549
5232,V1Mn2Ga1,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,26,8,2.5,31,23,25,56,28,9,74,46,52,57.6351475,18.7815,6.04392625,69.723,50.9415,54.938045,1380.9775,1880.09,539.03375,2183,302.91,1519,8,8,2.5,13,5,7,4,0,0,4,4,4,138.25,31,8.125,153,122,139,1.635,0.26,0.0875,1.81,1.55,1.55,2,0,0,2,2,2,0.25,1,0.375,1,0,0,5.75,7,2.125,10,3,5,0,0,0,0,0,0,8,8,2.5,13,5,7,0,0,0,0,0,0,1.25,5,1.875,5,0,0,4.25,7,2.125,7,0,5,0,0,0,0,0,0,5.5,2,0.75,7,5,5,13.2106681,8.369913793,2.823415948,18.8575,10.48758621,10.48758621,0,0,0,0,0,0,0.000155,0.00031,0.000155,0.00031,0,0.00031,225,0.25,0.03125,0.71875,0,0,0.016757996,0.00559759,783,39.81890322
5234,W1Mn2Sn1,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,43.5,49,18.5,74,25,25,58.75,29,10.625,80,51,52,103.1065225,128.901955,48.1684775,183.84,54.938045,54.938045,1809.52,3189.92,942.74,3695,505.08,1519,8.5,8,2.75,14,6,7,4.75,2,0.75,6,4,4,144.75,23,8.625,162,139,139,1.855,0.81,0.305,2.36,1.55,1.55,2,0,0,2,2,2,0.5,2,0.75,2,0,0,6,6,2,10,4,5,3.5,14,5.25,14,0,0,12,13,5,20,7,7,0,0,0,0,0,0,1,4,1.5,4,0,0,4,6,2,6,0,5,0,0,0,0,0,0,5,2,0.5,6,4,5,17.5775431,22.79741379,7.853728448,33.285,10.48758621,10.48758621,0,0,0,0,0,0,0.000155,0.00031,0.000155,0.00031,0,0.00031,225,0.166666667,0.041666667,0.5,0.291666667,0,0.151279196,0.053009667,258,0
5235,W1.2Mn1.8B4,3,0.649646686,0.593096558,0.573795489,0.571750915,0.571448363,21.97142857,69,19.39591837,74,5,5,63.25714286,21,9.991836735,72,51,72,51.82006871,173.029,46.8675071,183.84,10.811,10.811,2365.742857,2176,455.7453061,3695,1519,2348,10.25714286,7,3.134693878,13,6,13,3.2,4,1.371428571,6,2,2,111.5142857,78,31.44489796,162,84,84,1.968857143,0.81,0.215412245,2.36,1.55,2.04,2,0,0,2,2,2,0.571428571,1,0.489795918,1,0,1,1.971428571,5,2.253061224,5,0,0,2.4,14,3.977142857,14,0,0,6.942857143,17,4.506122449,20,3,3,0,0,0,0,0,0,2.857142857,5,2.448979592,5,0,5,2.314285714,6,2.644897959,6,0,0,0,0,0,0,0,0,5.171428571,1,0.284081633,6,5,5,9.546807882,8.8775,2.713494722,16.05,7.1725,7.1725,0.870857143,1.524,0.74644898,1.524,0,1.524,7.97E-05,0.00031,0.000118,0.00031,0,0,71,0.288065844,0.082304527,0.283950617,0.345679012,0,0.151279196,0.035410139,520,105.7881314
5243,Y0.2Dy0.8Mo1Fe11,4,0.852007723,0.846475826,0.846155242,0.846153854,0.846153846,29.89230769,40,6.586982249,66,26,26,52.47692308,43,4.269822485,55,12,55,66.00278231,106.655,17.19009314,162.5,55.845,55.845,1886.523077,1211,155.304142,2896,1685,1811,7.461538462,5,0.911242604,8,3,8,4.215384615,2,0.364497041,6,4,4,138.2769231,60,10.62248521,192,132,132,1.808461538,0.94,0.090532544,2.16,1.22,1.83,1.923076923,1,0.142011834,2,1,2,0,0,0,0,0,0,5.476923077,6,0.885207101,6,0,6,0.615384615,10,1.155029586,10,0,0,8.015384615,9,0.490414201,12,3,8,0.076923077,1,0.142011834,1,0,0,0,0,0,0,0,0,3.907692308,9,0.480946746,9,0,4,0.246153846,4,0.462011834,4,0,0,4.230769231,5,0.418934911,9,4,4,12.70653846,21.635,3.344911243,32.365,10.73,10.73,0,0,0,0,0,0,1.785945446,2.1106628,0.549521676,2.1106628,0,2.1106628,139,0.239923225,0,0.683301344,0.076775432,0,0.198203144,0.017405448,475,90.52669187
5244,Y0.2Gd0.8Mn1Si1,4,0.545690185,0.453606141,0.394707465,0.373310328,0.359131015,32.66666667,50,17.55555556,64,14,19.5,51.33333333,66,18.22222222,78,12,65,75.534905,129.1645,45.36417667,157.25,28.0855,41.5117725,1611.533333,280,75.30666667,1799,1519,1603,8,11,4,14,3,10.5,4.266666667,3,1.022222222,6,3,3.5,148.2666667,85,31.02222222,196,111,125,1.551333333,0.7,0.232444444,1.9,1.2,1.725,2,0,0,2,2,2,0.666666667,2,0.888888889,2,0,1,2,5,2,5,0,2.5,1.866666667,7,2.737777778,7,0,0,6.533333333,7,2.16,10,3,5.5,0,0,0,0,0,0,1.333333333,4,1.777777778,4,0,2,4.666666667,9,3.111111111,9,0,2.5,1.866666667,7,2.737777778,7,0,0,7.866666667,12,4.488888889,16,4,4.5,21.01352874,21.87741379,7.39964751,32.365,10.48758621,15.4637931,0.257666667,0.773,0.343555556,0.773,0,0.3865,0.000103,0.00031,0.000138,0.00031,0,0.000155,129,0.306122449,0.102040816,0.306122449,0.285714286,0,0.115294095,0.038610217,260,33.35971002
5249,Y0.36Nd2.64Mo1.1Fe21.9Co6,5,0.715290042,0.689458012,0.684589674,0.684386363,0.684375163,29.68875,34,6.057257813,60,26,26,51.936875,46,6.466324219,58,12,55,65.46767675,88.397,15.62146946,144.242,55.845,55.845,1797.446875,1602,94.1113125,2896,1294,1811,7.65,6,0.9853125,9,3,8,4.210625,2,0.367277344,6,4,4,137.97625,75,12.67108594,201,126,132,1.78693125,1.02,0.119499609,2.16,1.14,1.83,1.965625,1,0.066386719,2,1,2,0,0,0,0,0,0,5.601875,7,1.069230469,7,0,6,0.33,4,0.60555,4,0,0,7.8975,6,0.553734375,9,3,8,0.034375,1,0.066386719,1,0,0,0,0,0,0,0,0,3.573125,9,0.8044875,9,0,4,0.825,10,1.513875,10,0,0,4.4325,7,1.129171875,10,3,4,13.03955625,24.565,4.209163711,34.81,10.245,10.73,0,0,0,0,0,0,1.734823204,2.1106628,0.514430447,2.1106628,0,2.1106628,12,0.248892054,0,0.70932257,0.041785375,0,0.229025515,0.021562299,710,108.3784956
5250,Y0.4Gd0.6Ni1,3,0.6164414,0.542883523,0.508505651,0.502090175,0.500306726,41,36,13.8,64,28,28,41,49,20,61,12,61,94.30287,98.5566,37.768278,157.25,58.6934,58.6934,1699.6,213,68.16,1799,1586,1728,6.5,7,3.5,10,3,10,4.8,2,0.8,6,4,4,158.8,72,34.8,196,124,124,1.559,0.71,0.351,1.91,1.2,1.91,2,0,0,2,2,2,0,0,0,0,0,0,4.5,7,3.5,8,1,8,2.1,7,2.94,7,0,0,8.6,7,2.24,10,3,10,0,0,0,0,0,0,0,0,0,0,0,0,5.5,7,3.5,9,2,2,2.1,7,2.94,7,0,0,7.6,14,5.6,16,2,2,21.248,22.045,10.928,32.365,10.32,10.32,0,0,0,0,0,0,0.29769735,0.5953947,0.29769735,0.5953947,0,0.5953947,62,0.23255814,0,0.523255814,0.244186047,0,0.118407193,0.057977036,57,0
