No,compound,NComp,Comp_L2Norm,Comp_L3Norm,Comp_L5Norm,Comp_L7Norm,Comp_L10Norm,mean_Number,maxdiff_Number,dev_Number,max_Number,min_Number,most_Number,mean_MendeleevNumber,maxdiff_MendeleevNumber,dev_MendeleevNumber,max_MendeleevNumber,min_MendeleevNumber,most_MendeleevNumber,mean_AtomicWeight,maxdiff_AtomicWeight,dev_AtomicWeight,max_AtomicWeight,min_AtomicWeight,most_AtomicWeight,mean_MeltingT,maxdiff_MeltingT,dev_MeltingT,max_MeltingT,min_MeltingT,most_MeltingT,mean_Column,maxdiff_Column,dev_Column,max_Column,min_Column,most_Column,mean_Row,maxdiff_Row,dev_Row,max_Row,min_Row,most_Row,mean_CovalentRadius,maxdiff_CovalentRadius,dev_CovalentRadius,max_CovalentRadius,min_CovalentRadius,most_CovalentRadius,mean_Electronegativity,maxdiff_Electronegativity,dev_Electronegativity,max_Electronegativity,min_Electronegativity,most_Electronegativity,mean_NsValence,maxdiff_NsValence,dev_NsValence,max_NsValence,min_NsValence,most_NsValence,mean_NpValence,maxdiff_NpValence,dev_NpValence,max_NpValence,min_NpValence,most_NpValence,mean_NdValence,maxdiff_NdValence,dev_NdValence,max_NdValence,min_NdValence,most_NdValence,mean_NfValence,maxdiff_NfValence,dev_NfValence,max_NfValence,min_NfValence,most_NfValence,mean_NValance,maxdiff_NValance,dev_NValance,max_NValance,min_NValance,most_NValance,mean_NsUnfilled,maxdiff_NsUnfilled,dev_NsUnfilled,max_NsUnfilled,min_NsUnfilled,most_NsUnfilled,mean_NpUnfilled,maxdiff_NpUnfilled,dev_NpUnfilled,max_NpUnfilled,min_NpUnfilled,most_NpUnfilled,mean_NdUnfilled,maxdiff_NdUnfilled,dev_NdUnfilled,max_NdUnfilled,min_NdUnfilled,most_NdUnfilled,mean_NfUnfilled,maxdiff_NfUnfilled,dev_NfUnfilled,max_NfUnfilled,min_NfUnfilled,most_NfUnfilled,mean_NUnfilled,maxdiff_NUnfilled,dev_NUnfilled,max_NUnfilled,min_NUnfilled,most_NUnfilled,mean_GSvolume_pa,maxdiff_GSvolume_pa,dev_GSvolume_pa,max_GSvolume_pa,min_GSvolume_pa,most_GSvolume_pa,mean_GSbandgap,maxdiff_GSbandgap,dev_GSbandgap,max_GSbandgap,min_GSbandgap,most_GSbandgap,mean_GSmagmom,maxdiff_GSmagmom,dev_GSmagmom,max_GSmagmom,min_GSmagmom,most_GSmagmom,Space Group No.,frac_sValence,frac_pValence,frac_dValence,frac_fValence,CanFormIonic,MaxIonicChar,MeanIonicChar,Tc_real,MagnetizationDensity
5256,Y0.45Sm0.55Co2,3,0.707499509,0.673744045,0.666953009,0.666680774,0.666666854,35.21666667,35,10.95555556,62,27,27,44.68333333,46,17.75555556,58,12,58,80.19067417,91.426805,28.34330556,150.36,58.933195,58.933195,1695.1,454,128.37,1799,1345,1768,7,6,2.666666667,9,3,9,4.516666667,2,0.688888889,6,4,4,148.8,72,30.4,198,126,126,1.650833333,0.71,0.305555556,1.88,1.17,1.88,2,0,0,2,2,2,0,0,0,0,0,0,4.816666667,7,2.911111111,7,0,7,1.1,6,1.796666667,6,0,0,7.916666667,6,1.475,9,3,9,0,0,0,0,0,0,0,0,0,0,0,0,3.35,9,1.695,9,0,3,1.466666667,8,2.395555556,8,0,0,4.816666667,6,2.422222222,9,3,3,17.77691667,22.985,10.04255556,33.23,10.245,10.245,0,0,0,0,0,0,1.032314133,1.5484712,0.688209422,1.5484712,0,1.5484712,227,0.252631579,0,0.608421053,0.138947368,0,0.118407193,0.049614326,157,41.97134333
5260,Y0.5Er0.5Fe2,3,0.707106781,0.673540003,0.66692688,0.666678292,0.666666794,35.16666667,42,12.22222222,68,26,26,44.5,43,14,55,12,55,79.92414167,111.414,32.10552222,167.259,55.845,55.845,1802.166667,41,11.77777778,1811,1770,1811,6.333333333,5,2.222222222,8,3,8,4.5,2,0.666666667,6,4,4,151.1666667,58,25.55555556,190,132,132,1.63,0.61,0.266666667,1.83,1.22,1.83,2,0,0,2,2,2,0,0,0,0,0,0,4.166666667,6,2.444444444,6,0,6,2,12,3.333333333,12,0,0,8.166666667,11,1.944444444,14,3,8,0,0,0,0,0,0,0,0,0,0,0,0,4.166666667,9,1.611111111,9,0,4,0.333333333,2,0.555555556,2,0,0,4.5,7,1.5,9,2,4,17.645,21.635,9.22,32.365,10.73,10.73,0,0,0,0,0,0,1.407108533,2.1106628,0.938072356,2.1106628,0,2.1106628,227,0.244897959,0,0.510204082,0.244897959,0,0.088829279,0.038266689,570,71.53431497
5265,Y0.5Gd0.5Fe2,3,0.707106781,0.673540003,0.66692688,0.666678292,0.666666794,34.5,38,11.33333333,64,26,26,43.16666667,43,15.77777778,55,12,55,78.255975,101.405,29.8813,157.25,55.845,55.845,1771.5,225,61.83333333,1811,1586,1811,6.333333333,5,2.222222222,8,3,8,4.5,2,0.666666667,6,4,4,152.3333333,64,27.11111111,196,132,132,1.623333333,0.63,0.275555556,1.83,1.2,1.83,2,0,0,2,2,2,0,0,0,0,0,0,4.333333333,5,2.222222222,6,1,6,1.166666667,7,1.944444444,7,0,0,7.5,7,1.5,10,3,8,0,0,0,0,0,0,0,0,0,0,0,0,5.666666667,5,2.222222222,9,4,4,1.166666667,7,1.944444444,7,0,0,6.833333333,12,3.777777778,16,4,4,17.88916667,21.635,9.545555556,32.365,10.73,10.73,0,0,0,0,0,0,1.407108533,2.1106628,0.938072356,2.1106628,0,2.1106628,227,0.266666667,0,0.577777778,0.155555556,0,0.094461061,0.040736742,695,73.36272279
5270,Y0.5Nd1.5Fe15.0Si2.0,4,0.800796003,0.790369354,0.789481923,0.78947378,0.789473684,27.76315789,46,5.681440443,60,14,26,53.44736842,66,7.620498615,78,12,55,60.77168026,116.1565,14.66026994,144.242,28.0855,55.845,1756.815789,517,87.77423823,1811,1294,1811,8.105263158,11,1.24099723,14,3,8,4.078947368,3,0.351800554,6,3,4,136.7631579,90,12.94459834,201,111,132,1.766842105,0.76,0.127756233,1.9,1.14,1.83,2,0,0,2,2,2,0.210526316,2,0.376731302,2,0,0,4.763157895,6,1.952908587,6,0,6,0.315789474,4,0.581717452,4,0,0,7.289473684,5,1.121883657,8,3,8,0,0,0,0,0,0,0.421052632,4,0.753462604,4,0,0,3.394736842,9,1.250692521,9,0,4,0.789473684,10,1.454293629,10,0,0,4.605263158,6,1.083102493,10,4,4,14.2225,24.08,5.514473684,34.81,10.73,10.73,0.081368421,0.773,0.145606648,0.773,0,0,1.666312737,2.1106628,0.701605363,2.1106628,0,2.1106628,166,0.274368231,0.028880866,0.653429603,0.0433213,0,0.134458538,0.02072861,519,93.56408897
5272,Y0.5Pr0.5Mn2Ge2,4,0.583095189,0.506579702,0.459569049,0.441639656,0.428709426,32.6,34,6.56,59,25,28.5,55.3,67,18.96,79,12,65.5,74.012568,85.969605,16.3576728,140.90765,54.938045,63.7890225,1392.46,595,182.54,1799,1204,1365.2,9,11,4,14,3,10.5,4.3,2,0.48,6,4,4,142.9,83,21.44,203,120,129.5,1.659,0.88,0.2808,2.01,1.13,1.78,2,0,0,2,2,2,0.8,2,0.96,2,0,1,6.1,10,3.12,10,0,7.5,0.3,3,0.54,3,0,0,9.2,11,3.84,14,3,10.5,0,0,0,0,0,0,1.6,4,1.92,4,0,2,2.9,9,2.9,9,0,2.5,1.1,11,1.98,11,0,0,5.6,7,1.76,11,4,4.5,20.20103448,25.18741379,7.770758621,35.675,10.48758621,16.7462931,0.1532,0.383,0.18384,0.383,0,0.1915,0.000124,0.00031,0.000149,0.00031,0,0.000155,139,0.217391304,0.086956522,0.663043478,0.032608696,0,0.176012567,0.047766444,323,50.46165855
5274,Y0.5Tb0.5Mo1Fe11,4,0.851382447,0.84641865,0.846154963,0.846153852,0.846153846,29.23076923,39,5.467455621,65,26,26,51.96153846,43,5.142011834,55,12,55,64.16696923,103.08035,14.08333254,158.92535,55.845,55.845,1887,1267,155.2307692,2896,1629,1811,7.461538462,5,0.911242604,8,3,8,4.192307692,2,0.325443787,6,4,4,138.3076923,62,10.67455621,194,132,132,1.808076923,0.95,0.091242604,2.16,1.21,1.83,1.923076923,1,0.142011834,2,1,2,0,0,0,0,0,0,5.5,6,0.846153846,6,0,6,0.346153846,9,0.665680473,9,0,0,7.769230769,8,0.639053254,11,3,8,0.076923077,1,0.142011834,1,0,0,0,0,0,0,0,0,4.115384615,9,0.51183432,9,0,4,0.192307692,5,0.369822485,5,0,0,4.384615385,5,0.650887574,9,4,4,12.75160256,21.635,3.42117357,32.365,10.73,10.73,0,0,0,0,0,0,1.785945446,2.1106628,0.549521676,2.1106628,0,2.1106628,139,0.247524752,0,0.707920792,0.044554455,0,0.201982698,0.017609975,497,91.04500042
5279,Y0.6Dy0.4Nb0.65Fe11.35,4,0.876264935,0.873187303,0.873077112,0.873076923,0.873076923,28.58076923,40,4.506420118,66,26,26,51.87692308,43,5.453372781,55,12,55,62.50564669,106.655,11.63051384,162.5,55.845,55.845,1853.519231,1065,89.64807692,2750,1685,1811,7.465384615,5,0.93352071,8,3,8,4.157692308,2,0.27535503,6,4,4,138.1230769,60,10.69183432,192,132,132,1.771576923,0.61,0.10201568,1.83,1.22,1.83,1.95,1,0.095,2,1,2,0,0,0,0,0,0,5.484615385,6,0.899940828,6,0,6,0.307692308,10,0.596449704,10,0,0,7.742307692,9,0.711982249,12,3,8,0.05,1,0.095,1,0,0,0,0,0,0,0,0,4.207692308,9,0.621597633,9,0,4,0.123076923,4,0.238579882,4,0,0,4.380769231,5,0.688313609,9,4,4,12.73211538,21.635,3.496001479,32.365,10.73,10.73,0,0,0,0,0,0,1.842770983,2.1106628,0.467780326,2.1106628,0,2.1106628,139,0.251862891,0,0.70839543,0.039741679,0,0.088829279,0.013351289,529,91.01818951
5284,Y0.6Nd2.4Cr4Fe25,4,0.794954794,0.782548507,0.781267658,0.781250308,0.781250001,28.54375,36,5.110546875,60,24,26,50.74375,43,6.650390625,55,12,55,62.61355344,92.2459,13.23022811,144.242,51.9961,55.845,1818.125,886,90.46875,2180,1294,1811,7.28125,5,1.123046875,8,3,8,4.16875,2,0.305859375,6,4,4,139.1375,69,11.18671875,201,132,132,1.7455625,0.69,0.131933594,1.83,1.14,1.83,1.875,1,0.21875,2,1,2,0,0,0,0,0,0,5.33125,6,1.044921875,6,0,6,0.3,4,0.555,4,0,0,7.50625,5,0.771484375,8,3,8,0.125,1,0.21875,1,0,0,0,0,0,0,0,0,3.91875,9,0.5878125,9,0,4,0.75,10,1.3875,10,0,0,4.79375,6,1.240234375,10,4,4,12.99915625,24.08,3.997845703,34.81,10.73,10.73,0,0,0,0,0,0,1.648955313,2.1106628,0.721417949,2.1106628,0,2.1106628,12,0.24979184,0,0.710241465,0.039966694,0,0.112214394,0.018610168,422,85.83024712
5285,Y0.6Zr0.4Co3,3,0.771362431,0.752583682,0.750054313,0.750001452,0.750000008,30.1,13,4.65,40,27,27,49.7,46,12.45,58,12,58,66.65817375,32.290805,11.58746813,91.224,58.933195,58.933195,1808.65,360,63.87,2128,1768,1768,7.6,6,2.1,9,3,9,4.25,1,0.375,5,4,4,140.5,64,21.75,190,126,126,1.726,0.66,0.231,1.88,1.22,1.88,2,0,0,2,2,2,0,0,0,0,0,0,5.6,6,2.1,7,1,7,0,0,0,0,0,0,7.6,6,2.1,9,3,9,0,0,0,0,0,0,0,0,0,0,0,0,4.4,6,2.1,9,3,3,0,0,0,0,0,0,4.4,6,2.1,9,3,3,14.858,22.12,6.9195,32.365,10.245,10.245,0,0,0,0,0,0,1.1613534,1.5484712,0.5806767,1.5484712,0,1.5484712,166,0.263157895,0,0.736842105,0,0,0.103179905,0.034231517,178,-62.99112342
5290,Y0.7Ho0.3Co1.9Al0.1,4,0.683130051,0.644552323,0.634203197,0.633416879,0.633336252,33.33333333,54,9.377777778,67,13,27,45.26666667,61,17.97777778,73,12,58,75.46147179,137.9487814,24.16781281,164.93032,26.9815386,58.933195,1745.315667,865.53,54.12304444,1799,933.47,1768,7.133333333,10,2.755555556,13,3,9,4.4,3,0.6,6,3,4,147.3666667,71,28.82222222,192,121,126,1.652,0.66,0.2888,1.88,1.22,1.88,2,0,0,2,2,2,0.033333333,1,0.064444444,1,0,0,4.666666667,7,2.955555556,7,0,7,1.1,11,1.98,11,0,0,7.8,10,2.56,13,3,9,0,0,0,0,0,0,0.166666667,5,0.322222222,5,0,0,4,9,2.333333333,9,0,3,0.3,3,0.54,3,0,0,4.466666667,6,2.151111111,9,3,3,17.663,22.12,9.475,32.365,10.245,10.245,0,0,0,0,0,0,0.980698427,1.5484712,0.719178846,1.5484712,0,1.5484712,227,0.256410256,0.004273504,0.598290598,0.141025641,0,0.103179905,0.044772675,50,42.66687079
5291,Y0.7Mn0.8Ni4.2,3,0.760076457,0.739665738,0.736897998,0.736843439,0.736842111,28.92982456,14,2.473376424,39,25,28,53.71929825,49,10.72945522,61,12,61,61.87663351,33.967805,6.638754928,88.90585,54.938045,58.6934,1707.385965,280,52.88027085,1799,1519,1728,8.719298246,7,1.887349954,10,3,10,4.122807018,1,0.215450908,5,4,4,134.2105263,66,15.04709141,190,124,124,1.774736842,0.69,0.19933518,1.91,1.22,1.91,2,0,0,2,2,2,0,0,0,0,0,0,6.719298246,7,1.887349954,8,1,8,0,0,0,0,0,0,8.719298246,7,1.887349954,10,3,10,0,0,0,0,0,0,0,0,0,0,0,0,3.280701754,7,1.887349954,9,2,2,0,0,0,0,0,0,3.280701754,7,1.887349954,9,2,2,13.05080157,22.045,4.74383821,32.365,10.32,10.32,0,0,0,0,0,0,0.43875541,0.5953947,0.230836849,0.5953947,0,0.5953947,191,0.229376258,0,0.770623742,0,0,0.112214394,0.027828252,73,19.98372284
5293,Y0.8Nd0.2Mo0.5Fe11.5N1,5,0.827400651,0.821724621,0.821429682,0.821428577,0.821428571,26.44285714,53,3.505102041,60,7,26,53.77857143,70,6.038265306,82,12,55,57.44123429,130.2353,8.827318367,144.242,14.0067,55.845,1716.825,2832.95,248.3342857,2896,63.05,1811,8.071428571,12,0.989795918,15,3,8,3.978571429,4,0.282653061,6,2,4,132.7285714,130,10.01530612,201,71,132,1.8835,1.9,0.184964286,3.04,1.14,1.83,1.964285714,1,0.068877551,2,1,2,0.214285714,3,0.397959184,3,0,0,5.164285714,6,1.372959184,6,0,6,0.057142857,4,0.112653061,4,0,0,7.4,5,0.985714286,8,3,8,0.035714286,1,0.068877551,1,0,0,0.214285714,3,0.397959184,3,0,0,3.978571429,9,0.682040816,9,0,4,0.142857143,10,0.281632653,10,0,0,4.371428571,7,0.806122449,10,3,4,12.77591071,24.08,3.361139031,34.81,10.73,10.73,0.459785714,6.437,0.853887755,6.437,0,0,1.733758729,2.1106628,0.619199546,2.1106628,0,2.1106628,139,0.265444015,0.028957529,0.697876448,0.007722008,0,0.594445495,0.056270447,715,89.35085619
5294,Y0.8Nd0.2Mo0.5Fe11.5,4,0.887720304,0.884740421,0.884615701,0.884615386,0.884615385,27.93846154,34,3.429585799,60,26,26,51.60769231,43,6.001775148,55,12,55,60.78235231,88.397,8.735315621,144.242,55.845,55.845,1844.038462,1602,80.92011834,2896,1294,1811,7.538461538,5,0.816568047,8,3,8,4.130769231,2,0.231360947,6,4,4,137.4769231,69,9.689940828,201,132,132,1.794538462,1.02,0.090852071,2.16,1.14,1.83,1.961538462,1,0.073964497,2,1,2,0,0,0,0,0,0,5.561538462,6,0.775739645,6,0,6,0.061538462,4,0.121183432,4,0,0,7.584615385,5,0.734911243,8,3,8,0.038461538,1,0.073964497,1,0,0,0,0,0,0,0,0,4.284615385,9,0.635384615,9,0,4,0.153846154,10,0.30295858,10,0,0,4.476923077,6,0.843786982,10,4,4,12.62261538,24.08,3.348473373,34.81,10.73,10.73,0,0,0,0,0,0,1.867124785,2.1106628,0.43087495,2.1106628,0,2.1106628,139,0.25862069,0,0.73326572,0.00811359,0,0.229025515,0.01576561,507,91.03179833
5296,Y0.8Sm1.2Fe14Ga3C2,5,0.691837738,0.669668998,0.666735527,0.666668762,0.666666681,27.36190476,56,5.884807256,62,6,26,56.34285714,65,8.979591837,77,12,55,60.31319429,138.3493,15.15806748,150.36,12.0107,55.845,1760.091905,3520.09,463.7767619,3823,302.91,1811,8.80952381,11,2.185941043,14,3,8,3.961904762,4,0.373696145,6,2,4,131.2190476,122,13.15192744,198,76,132,1.834761905,1.38,0.136235828,2.55,1.17,1.83,2,0,2.22E-16,2,2,2,0.333333333,2,0.507936508,2,0,0,5.466666667,10,2.006349206,10,0,6,0.342857143,6,0.646530612,6,0,0,8.142857143,10,1.387755102,13,3,8,0,0,0,0,0,0,1.095238095,5,1.66893424,5,0,0,3.00952381,9,1.777052154,9,0,4,0.457142857,8,0.862040816,8,0,0,4.561904762,5,0.856235828,9,4,4,13.51621429,27.59,5.215183673,33.23,5.64,10.73,0.428190476,4.496,0.774820862,4.496,0,0,1.407108533,2.1106628,0.938072356,2.1106628,0,2.1106628,166,0.245614035,0.040935673,0.671345029,0.042105263,0,0.378798641,0.040524395,543,102.3093044
5297,Y0.9Tb0.1Fe2,3,0.731816613,0.686357146,0.669109121,0.667021974,0.666689364,31.2,39,6.933333333,65,26,26,41.23333333,43,18.35555556,55,12,55,69.19926667,103.08035,17.80568889,158.92535,55.845,55.845,1801.333333,182,12.88888889,1811,1629,1811,6.333333333,5,2.222222222,8,3,8,4.366666667,2,0.488888889,6,4,4,151.4666667,62,25.95555556,194,132,132,1.626333333,0.62,0.271555556,1.83,1.21,1.83,2,0,0,2,2,2,0,0,0,0,0,0,4.3,6,2.266666667,6,0,6,0.3,9,0.58,9,0,0,6.6,8,2.16,11,3,8,0,0,0,0,0,0,0,0,0,0,0,0,5.366666667,9,2.18,9,0,4,0.166666667,5,0.322222222,5,0,0,5.533333333,5,2.08,9,4,4,17.92072222,21.635,9.58762963,32.365,10.73,10.73,0,0,0,0,0,0,1.407108533,2.1106628,0.938072356,2.1106628,0,2.1106628,227,0.303030303,0,0.651515152,0.045454545,0,0.091626826,0.039604515,680,72.82414819
5305,Y1Co3H2,3,0.623609564,0.550321208,0.512897481,0.504110433,0.500861217,20.33333333,38,12.88888889,39,1,27,61.66666667,80,20.22222222,92,12,58,44.62021917,87.89791,29.07485278,88.90585,1.00794,58.933195,1188.503333,1784.99,782.9955556,1799,14.01,1768,5.333333333,8,3.666666667,9,1,9,3.166666667,4,1.444444444,5,1,4,105,159,49.33333333,190,31,126,1.876666667,0.98,0.218888889,2.2,1.22,1.88,1.666666667,1,0.444444444,2,1,2,0,0,0,0,0,0,3.666666667,7,3.333333333,7,0,7,0,0,0,0,0,0,5.333333333,8,3.666666667,9,1,9,0.333333333,1,0.444444444,1,0,0,0,0,0,0,0,0,3,9,2,9,0,3,0,0,0,0,0,0,3.333333333,8,1.888888889,9,1,3,12.72166667,25.75,6.547777778,32.365,6.615,10.245,2.617666667,7.853,3.490222222,7.853,0,0,0.7742356,1.5484712,0.7742356,1.5484712,0,1.5484712,166,0.3125,0,0.6875,0,0,0.213450798,0.049338439,237,1.072462742
5306,Y1Co4Si1,3,0.707106781,0.673540003,0.66692688,0.666678292,0.666666794,26.83333333,25,4.277777778,39,14,27,53.66666667,66,13.88888889,78,12,58,58.787355,60.82035,10.23395167,88.90585,28.0855,58.933195,1759.666667,112,24.22222222,1799,1687,1768,8.833333333,11,1.944444444,14,3,9,4,2,0.333333333,5,3,4,134.1666667,79,18.61111111,190,111,126,1.773333333,0.68,0.184444444,1.9,1.22,1.88,2,0,2.22E-16,2,2,2,0.333333333,2,0.555555556,2,0,0,4.833333333,7,2.888888889,7,0,7,0,0,0,0,0,0,7.166666667,6,2.444444444,9,3,9,0,0,0,0,0,0,0.666666667,4,1.111111111,4,0,0,3.5,9,1.833333333,9,0,3,0,0,0,0,0,0,4.166666667,6,1.611111111,9,3,3,15.63083333,22.12,7.181111111,32.365,10.245,10.245,0.128833333,0.773,0.214722222,0.773,0,0,1.032314133,1.5484712,0.688209422,1.5484712,0,1.5484712,191,0.279069767,0.046511628,0.674418605,0,0,0.109168515,0.029016006,320,88.28192533
5310,Y1Er1Fe14B1,4,0.829807999,0.823829423,0.82353033,0.823529415,0.823529412,28,63,6,68,5,26,52.29411765,60,6.775086505,72,12,55,61.69446176,156.448,15.62069723,167.259,10.811,55.845,1839.470588,578,59.82698962,2348,1770,1811,7.705882353,10,1.107266436,13,3,8,4.058823529,4,0.339100346,6,2,4,135.9411765,106,12.60207612,190,84,132,1.771764706,0.82,0.127474048,2.04,1.22,1.83,2,0,0,2,2,2,0.058823529,1,0.110726644,1,0,0,5,6,1.647058824,6,0,6,0.705882353,12,1.328719723,12,0,0,7.764705882,11,1.121107266,14,3,8,0,0,0,0,0,0,0.294117647,5,0.553633218,5,0,0,3.823529412,9,0.899653979,9,0,4,0.117647059,2,0.221453287,2,0,0,4.235294118,7,0.650519031,9,2,4,12.96132353,25.1925,4.35615917,32.365,7.1725,10.73,0.089647059,1.524,0.168747405,1.524,0,0,1.738192894,2.1106628,0.613479845,2.1106628,0,2.1106628,136,0.257575758,0.007575758,0.643939394,0.090909091,0,0.154730696,0.019838343,560,70.36409155
5312,Y1Fe1Co3B0.8C0.2,5,0.56960025,0.515095237,0.500954374,0.50007214,0.500001784,25.2,34,6.666666667,39,5,27,52.33333333,65,13.44444444,77,12,58,55.4335625,78.09485,14.7942075,88.90585,10.811,58.933195,1926.166667,2055,238.9444444,3823,1768,1768,8.533333333,11,2.022222222,14,3,9,3.833333333,3,0.611111111,5,2,4,130.4,114,20.4,190,76,126,1.805333333,1.33,0.195111111,2.55,1.22,1.88,2,0,2.22E-16,2,2,2,0.2,2,0.333333333,2,0,0,4.666666667,7,2.777777778,7,0,7,0,0,0,0,0,0,6.866666667,6,2.511111111,9,3,9,0,0,0,0,0,0,0.8,5,1.333333333,5,0,0,3.666666667,9,1.888888889,9,0,3,0,0,0,0,0,0,4.466666667,6,1.653333333,9,3,3,13.44933333,26.725,6.305222222,32.365,5.64,10.245,0.353066667,4.496,0.588444444,4.496,0,0,1.126012733,2.1106628,0.750675156,2.1106628,0,1.5484712,191,0.291262136,0.029126214,0.67961165,0,0,0.357394967,0.0398704,572,-62.42505404
5315,Y1Fe1.5Co1.5,3,0.58630197,0.494736451,0.436290709,0.415743132,0.402262187,29.625,13,4.6875,39,26,26.5,45.375,46,16.6875,58,12,56.5,65.26828563,33.06085,11.81878219,88.90585,55.845,57.3890975,1791.875,43,17.90625,1811,1768,1789.5,7.125,6,2.0625,9,3,8.5,4.25,1,0.375,5,4,4,144.25,64,22.875,190,126,129,1.69625,0.66,0.238125,1.88,1.22,1.855,2,0,0,2,2,2,0,0,0,0,0,0,5.125,6,2.0625,7,1,6.5,0,0,0,0,0,0,7.125,6,2.0625,9,3,8.5,0,0,0,0,0,0,0,0,0,0,0,0,4.875,6,2.0625,9,3,3.5,0,0,0,0,0,0,4.875,6,2.0625,9,3,3.5,15.956875,22.12,8.2040625,32.365,10.245,10.4875,0,0,0,0,0,0,1.37217525,2.1106628,0.686087625,2.1106628,0,1.829567,166,0.280701754,0,0.719298246,0,0,0.103179905,0.036177448,632,65.56948002
5316,Y1Fe1.5Ni1.5,3,0.58630197,0.494736451,0.436290709,0.415743132,0.402262187,30,13,4.5,39,26,27,46.5,49,17.25,61,12,58,65.1783625,33.06085,11.86374375,88.90585,55.845,57.2692,1776.875,83,36.65625,1811,1728,1769.5,7.5,7,2.25,10,3,9,4.25,1,0.375,5,4,4,143.5,66,23.25,190,124,128,1.7075,0.69,0.24375,1.91,1.22,1.87,2,0,0,2,2,2,0,0,0,0,0,0,5.5,7,2.25,8,1,7,0,0,0,0,0,0,7.5,7,2.25,10,3,9,0,0,0,0,0,0,0,0,0,0,0,0,4.5,7,2.25,9,2,3,0,0,0,0,0,0,4.5,7,2.25,9,2,3,15.985,22.045,8.19,32.365,10.32,10.525,0,0,0,0,0,0,1.014771563,2.1106628,0.821918428,2.1106628,0,1.35302875,166,0.266666667,0,0.733333333,0,0,0.112214394,0.038145329,344,5.933655258
5321,Y1Fe10Si2C0.3,4,0.770777547,0.754135332,0.75192932,0.751881085,0.751879707,24.72180451,33,4.069195545,39,6,26,55.72180451,66,7.660127763,78,12,55,53.16767368,76.89515,9.400216462,88.90585,12.0107,55.845,1836.834586,2136,89.60144723,3823,1687,1811,8.661654135,11,1.846345186,14,3,8,3.879699248,3,0.349369665,5,2,4,131.9398496,114,8.821301374,190,76,132,1.810902256,1.33,0.088857482,2.55,1.22,1.83,2,0,0,2,2,2,0.345864662,2,0.572106959,2,0,0,4.586466165,6,2.125614789,6,0,6,0,0,0,0,0,0,6.932330827,5,1.605517553,8,3,8,0,0,0,0,0,0,0.691729323,4,1.144213918,4,0,0,3.684210526,9,1.274238227,9,0,4,0,0,0,0,0,0,4.37593985,5,0.695347391,9,4,4,13.70203008,26.725,4.832918763,32.365,5.64,10.73,0.217654135,4.496,0.360029397,4.496,0,0,1.586964511,2.1106628,0.787516224,2.1106628,0,2.1106628,139,0.288503254,0.04989154,0.661605206,0,0,0.357394967,0.018804182,565,79.73610106
5322,Y1Fe10Si2H0.3,4,0.770777547,0.754135332,0.75192932,0.751881085,0.751879707,24.60902256,38,4.255752162,39,1,26,56.06015038,80,8.219797614,92,12,55,52.91949113,87.89791,9.810743999,88.90585,1.00794,55.845,1750.917519,1796.99,97.5800441,1811,14.01,1811,8.368421053,13,1.693707954,14,1,8,3.857142857,4,0.386680988,5,1,4,130.924812,159,10.50031093,190,31,132,1.803007519,0.98,0.087670304,2.2,1.22,1.83,1.977443609,1,0.0440952,2,1,2,0.30075188,2,0.511052066,2,0,0,4.586466165,6,2.125614789,6,0,6,0,0,0,0,0,0,6.864661654,7,1.707275708,8,1,8,0.022556391,1,0.0440952,1,0,0,0.601503759,4,1.022104133,4,0,0,3.684210526,9,1.274238227,9,0,4,0,0,0,0,0,0,4.308270677,8,0.705523207,9,1,4,13.72402256,25.75,4.822997343,32.365,6.615,10.73,0.29337594,7.853,0.48528351,7.853,0,0,1.586964511,2.1106628,0.787516224,2.1106628,0,2.1106628,139,0.288061336,0.04381161,0.668127054,0,0,0.213450798,0.014805101,536,78.99839455
5326,Y1Gd1Fe16Al1,4,0.847025102,0.842310805,0.842105745,0.842105265,0.842105263,28,51,4.947368421,64,13,26,52.21052632,61,6.886426593,73,12,55,61.40302045,130.2684614,12.98419043,157.25,26.9815386,55.845,1752.340526,877.53,103.7064266,1811,933.47,1811,7.736842105,10,0.997229917,13,3,8,4.105263158,3,0.293628809,6,3,4,137.8421053,75,11.61218837,196,121,132,1.753157895,0.63,0.129418283,1.83,1.2,1.83,2,0,0,2,2,2,0.052631579,1,0.099722992,1,0,0,5.157894737,6,1.418282548,6,0,6,0.368421053,7,0.698060942,7,0,0,7.578947368,7,0.96398892,10,3,8,0,0,0,0,0,0,0.263157895,5,0.498614958,5,0,0,4.315789474,9,0.986149584,9,0,4,0.368421053,7,0.698060942,7,0,0,4.947368421,12,1.595567867,16,4,4,13.29342105,21.635,4.31734072,32.365,10.73,10.73,0,0,0,0,0,0,1.777400253,2.1106628,0.56128429,2.1106628,0,2.1106628,194,0.263888889,0.006944444,0.680555556,0.048611111,0,0.094461061,0.017748721,483,106.6861606
