compounds,pbe_Eg_indir,hse_Eg_indir,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,structural complexity per atom,structural complexity per cell,max packing efficiency
1365945-NaTaSe2,0.426,0.9399,Na2 Se4 Ta2,11,73,62,38,17.5,34,2,89,87,57,32,89,22.98976928,180.94788,157.9581107,90.46441232,45.24173384,78.96,370.87,3290,2919.13,1162.2175,1063.89125,494,1,16,15,9.5,6.5,16,3,6,3,4.25,0.875,4,120,170,50,144,24,120,0.93,2.55,1.62,1.8825,0.6675,2.55,1,2,1,1.75,0.375,2,0,4,4,2,2,4,0,10,10,5.75,4.25,10,0,14,14,3.5,5.25,0,1,19,18,13,6,16,0,1,1,0.25,0.375,0,0,2,2,1,1,2,0,7,7,1.75,2.625,0,0,0,0,0,0,0,1,7,6,3,2,2,18.12,29.24333333,11.12333333,24.80083333,3.340416667,25.92,0,0.799,0.799,0.3995,0.3995,0.799,0,0,0,0,0,0,14,229,215,121.5,107.5,14,1.5,12,0.511125324
1387856-NaBiSe2,0.713,0.1793,Bi1 Na1 Se2,11,83,72,40.5,21.25,34,2,89,87,66.5,32.25,89,22.98976928,208.9804,185.9906307,97.47254232,55.75392884,78.96,370.87,544.4,173.53,475.8175,52.47375,494,1,16,15,12,5.5,16,3,6,3,4.25,0.875,4,120,166,46,138.5,18.5,120,0.93,2.55,1.62,2.0125,0.54125,2.55,1,2,1,1.75,0.375,2,0,4,4,2.75,1.375,4,0,10,10,7.5,3.75,10,0,14,14,3.5,5.25,0,1,29,28,15.5,7.25,16,0,1,1,0.25,0.375,0,0,3,3,1.75,0.875,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,0.5,2,25.92,32.95,7.03,28.50833333,2.588333333,25.92,0,0.799,0.799,0.3995,0.3995,0.799,0,0,0,0,0,0,12,229,217,67.25,80.875,14,1.5,6,0.514226325
16972-AlTlSe2,1.093,0.2977,Al2 Se4 Tl2,13,81,68,40.5,20.25,34,73,89,16,81.75,7.25,89,26.9815386,204.3833,177.4017614,97.32120965,53.53104517,78.96,494,933.47,439.47,624.6175,154.42625,494,13,16,3,14.5,1.5,16,3,6,3,4.25,0.875,4,120,145,25,126.5,9.25,120,1.61,2.55,0.94,2.0825,0.4675,2.55,2,2,0,2,0,2,1,4,3,2.5,1.5,4,0,10,10,7.5,3.75,10,0,14,14,3.5,5.25,0,3,27,24,15.5,6.25,16,0,0,0,0,0,0,2,5,3,3.5,1.5,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3.5,1.5,2,16.48,26.91,10.43,23.8075,3.66375,25.92,0,0.799,0.799,0.3995,0.3995,0.799,0,0,0,0,0,0,14,225,211,111.75,97.75,14,1.5,12,0.368521259
1373576-PtSe2Br6,1.286,0.7276,Br6 Pt1 Se2,34,78,44,39.55555556,8.543209877,35,63,95,32,90.11111111,6.518518519,95,78.96,195.084,116.124,92.492,22.79822222,79.904,265.8,2041.4,1775.6,513.8,339.4666667,265.8,10,17,7,16,1.333333333,17,4,6,2,4.222222222,0.395061728,4,120,136,16,121.7777778,3.160493827,120,2.28,2.96,0.68,2.793333333,0.222222222,2.96,1,2,1,1.888888889,0.197530864,2,0,5,5,4.222222222,1.037037037,5,9,10,1,9.888888889,0.197530864,10,0,14,14,1.555555556,2.765432099,0,16,24,8,17.55555556,1.432098765,17,0,1,1,0.111111111,0.197530864,0,0,2,2,1.111111111,0.395061728,1,0,1,1,0.111111111,0.197530864,0,0,0,0,0,0,0,1,2,1,1.333333333,0.444444444,1,15.02,29.48,14.46,27.08222222,3.197037037,29.48,0,1.457,1.457,1.148888889,0.410814815,1.457,0,0,0,0,0,0,14,225,211,70.77777778,34.27160494,64,2.281036113,20.52932501,0.195148473
1440640-HgPSe3,1.043,2.0252,Hg2 P2 Se6,15,80,65,39.4,16.24,34,71,89,18,84.2,5.76,89,30.973762,200.59,169.616238,93.6887524,42.76049904,78.96,234.32,494,259.68,406.724,104.7312,494,12,16,4,15,1.2,16,3,6,3,4.2,0.72,4,107,132,25,119.8,5.12,120,2,2.55,0.55,2.368,0.2184,2.55,2,2,0,2,0,2,0,4,4,3,1.2,4,0,10,10,8,3.2,10,0,14,14,2.8,4.48,0,5,26,21,15.8,4.32,16,0,0,0,0,0,0,0,3,3,1.8,0.72,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1.8,0.72,2,22.5702381,25.92,3.349761905,25.11356486,1.017330706,25.92,0,1.625,1.625,0.8044,0.32824,0.799,0,0,0,0,0,0,2,166,164,42,49.6,14,2.321928095,23.21928095,0.227552712
6492-Tl2SiSe3,1.579,0.1345,Se6 Si2 Tl4,14,81,67,46.33333333,23.11111111,34,76,89,13,82.83333333,6.166666667,89,28.0855,204.3833,176.2978,112.2886833,61.39641111,78.96,494,1687,1193,720.5,322.1666667,494,13,16,3,14.66666667,1.333333333,16,3,6,3,4.5,1,4,111,145,34,126.8333333,12.11111111,120,1.62,2.55,0.93,2.131666667,0.418333333,2.55,2,2,0,2,0,2,1,4,3,2.666666667,1.333333333,4,0,10,10,8.333333333,2.777777778,10,0,14,14,4.666666667,6.222222222,0,4,27,23,17.66666667,6.222222222,16,0,0,0,0,0,0,2,5,3,3.333333333,1.333333333,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3.333333333,1.333333333,2,20.44,26.91,6.47,25.33666667,1.632222222,25.92,0,0.799,0.799,0.528333333,0.352222222,0.799,0,0,0,0,0,0,14,227,213,109.5,95.5,14,2.584962501,31.01955001,0.308217074
17346-TlSe,0.5,0.4341,Se4 Tl4,34,81,47,57.5,23.5,34,76,89,13,82.5,6.5,76,78.96,204.3833,125.4233,141.67165,62.71165,78.96,494,577,83,535.5,41.5,494,13,16,3,14.5,1.5,13,4,6,2,5,1,4,120,145,25,132.5,12.5,120,1.62,2.55,0.93,2.085,0.465,1.62,2,2,0,2,0,2,1,4,3,2.5,1.5,1,10,10,0,10,0,10,0,14,14,7,7,0,16,27,11,21.5,5.5,16,0,0,0,0,0,0,2,5,3,3.5,1.5,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3.5,1.5,2,25.92,26.91,0.99,26.415,0.495,25.92,0,0.799,0.799,0.3995,0.3995,0,0,0,0,0,0,0,14,194,180,104,90,14,1.5,12,0.451188534
1735308-Tl3SbSe4,0.785,0.258,Sb2 Se8 Tl6,34,81,47,53.75,20.4375,34,76,89,13,83.625,5.71875,89,78.96,204.3833,125.4233,131.3437375,54.77967188,78.96,494,903.78,409.78,576.3475,82.3475,494,13,16,3,14.75,1.3125,16,4,6,2,4.875,0.875,4,120,145,25,131.75,11.75,120,1.62,2.55,0.93,2.13875,0.41125,2.55,2,2,0,2,0,2,1,4,3,2.75,1.3125,4,10,10,0,10,0,10,0,14,14,5.25,6.5625,0,15,27,12,20,5.25,16,0,0,0,0,0,0,2,5,3,3.25,1.3125,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3.25,1.3125,2,25.92,31.56,5.64,26.99625,1.1409375,25.92,0,0.799,0.799,0.3995,0.3995,0.799,0,0,0,0,0,0,14,194,180,100.5,86.5,14,3,48,0.368558226
1474575-Tl3SbSe4,0.607,0.3564,Sb1 Se4 Tl3,34,81,47,53.75,20.4375,34,76,89,13,83.625,5.71875,89,78.96,204.3833,125.4233,131.3437375,54.77967188,78.96,494,903.78,409.78,576.3475,82.3475,494,13,16,3,14.75,1.3125,16,4,6,2,4.875,0.875,4,120,145,25,131.75,11.75,120,1.62,2.55,0.93,2.13875,0.41125,2.55,2,2,0,2,0,2,1,4,3,2.75,1.3125,4,10,10,0,10,0,10,0,14,14,5.25,6.5625,0,15,27,12,20,5.25,16,0,0,0,0,0,0,2,5,3,3.25,1.3125,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3.25,1.3125,2,25.92,31.56,5.64,26.99625,1.1409375,25.92,0,0.799,0.799,0.3995,0.3995,0.799,0,0,0,0,0,0,14,194,180,100.5,86.5,14,1.405639062,11.2451125,0.378299242
1375705-Tl2SeBr6,1.51,2.8599,Br6 Se1 Tl2,34,81,47,45.11111111,15.95061728,35,76,95,19,90.11111111,6.518518519,95,78.96,204.3833,125.4233,107.4611778,43.07649877,79.904,265.8,577,311.2,360.3111111,126.0148148,265.8,13,17,4,16,1.333333333,17,4,6,2,4.444444444,0.691358025,4,120,145,25,125.5555556,8.641975309,120,1.62,2.96,1.34,2.616666667,0.457777778,2.96,2,2,0,2,0,2,1,5,4,4,1.333333333,5,10,10,0,10,0,10,0,14,14,3.111111111,4.839506173,0,16,27,11,19.11111111,3.50617284,17,0,0,0,0,0,0,1,5,4,2,1.333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2,1.333333333,1,25.92,29.48,3.56,28.51333333,1.288888889,29.48,0,1.457,1.457,1.060111111,0.529185185,1.457,0,0,0,0,0,0,14,194,180,87.33333333,47.40740741,64,1.224394445,11.01955001,0.401745312
1761463-PtSe6Br2,1.243,0.247,Br4 Pt2 Se12,34,78,44,39.11111111,8.641975309,34,63,95,32,87.44444444,5.432098765,89,78.96,195.084,116.124,92.07244444,22.89145679,78.96,265.8,2041.4,1775.6,615.2222222,316.9283951,494,10,17,7,15.55555556,1.234567901,16,4,6,2,4.222222222,0.395061728,4,120,136,16,121.7777778,3.160493827,120,2.28,2.96,0.68,2.611111111,0.155061728,2.55,1,2,1,1.888888889,0.197530864,2,0,5,5,3.777777778,0.839506173,4,9,10,1,9.888888889,0.197530864,10,0,14,14,1.555555556,2.765432099,0,16,24,8,17.11111111,1.530864198,16,0,1,1,0.111111111,0.197530864,0,0,2,2,1.555555556,0.592592593,2,0,1,1,0.111111111,0.197530864,0,0,0,0,0,0,0,1,2,1,1.777777778,0.345679012,2,15.02,29.48,14.46,25.5,2.328888889,25.92,0,1.457,1.457,0.856444444,0.26691358,0.799,0,0,0,0,0,0,14,225,211,48.55555556,46.07407407,14,2.281036113,41.05865003,0.224431809
1373996-K2HgSe2,1.144,2.5767,Hg2 K4 Se4,19,80,61,37.2,17.12,19,3,89,86,51,38.4,3,39.0983,200.59,161.4917,87.34132,45.299472,39.0983,234.32,494,259.68,379.076,91.9392,336.53,1,16,15,9.2,6.56,1,4,6,2,4.4,0.64,4,120,203,83,155.6,37.92,120,0.82,2.55,1.73,1.748,0.7424,0.82,1,2,1,1.6,0.48,1,0,4,4,1.6,1.92,0,0,10,10,6,4.8,0,0,14,14,2.8,4.48,0,1,26,25,12,8.8,1,0,1,1,0.4,0.48,0,0,2,2,0.8,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1.2,0.64,1,25.23758621,73.10666667,47.86908046,44.65818391,22.75878621,25.92,0,0.799,0.799,0.3196,0.38352,0,0,0,0,0,0,0,14,229,215,130.4,93.12,14,1.521928095,15.21928095,0.41706964
1453456-K2Pb2Se3,1.38,2.5058,K8 Pb8 Se12,19,82,63,43.42857143,22.04081633,34,3,89,86,62.14285714,33.79591837,89,39.0983,207.2,168.1017,104.2109429,58.8508898,78.96,336.53,600.61,264.08,479.4685714,81.67918367,494,1,16,15,11.14285714,5.795918367,16,4,6,2,4.571428571,0.816326531,4,120,203,83,151.1428571,29.63265306,120,0.82,2.55,1.73,1.992857143,0.670204082,2.55,1,2,1,1.714285714,0.408163265,2,0,4,4,2.285714286,1.469387755,4,0,10,10,7.142857143,4.081632653,10,0,14,14,4,5.714285714,0,1,28,27,15.14285714,8.081632653,16,0,1,1,0.285714286,0.408163265,0,0,4,4,2,1.142857143,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,2.285714286,0.979591837,2,25.92,73.10666667,47.18666667,40.02761905,18.90231293,25.92,0,0.799,0.799,0.342428571,0.391346939,0.799,0,0,0,0,0,0,14,229,215,135.7142857,104.3265306,14,2.950212065,82.60593782,0.344724311
1450911-Rb2Pb2Se3,1.333,0.3445,Pb4 Rb4 Se6,34,82,48,48.57142857,19.10204082,34,4,89,85,62.42857143,33.3877551,89,78.96,207.2,128.24,117.4593714,51.28035918,78.96,312.46,600.61,288.15,472.5914286,91.50367347,494,1,16,15,11.14285714,5.795918367,16,4,6,2,4.857142857,0.734693878,4,120,220,100,156,36.57142857,120,0.82,2.55,1.73,1.992857143,0.670204082,2.55,1,2,1,1.714285714,0.408163265,2,0,4,4,2.285714286,1.469387755,4,0,10,10,7.142857143,4.081632653,10,0,14,14,4,5.714285714,0,1,28,27,15.14285714,8.081632653,16,0,1,1,0.285714286,0.408163265,0,0,4,4,2,1.142857143,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,2.285714286,0.979591837,2,25.92,90.7225,64.8025,45.06071429,26.09244898,25.92,0,0.799,0.799,0.342428571,0.391346939,0.799,0,0,0,0,0,0,14,229,215,135.7142857,104.3265306,14,1.556656707,21.7931939,0.442929586
1344731-RbBiSe2,0.747,1.5187,Bi1 Rb1 Se2,34,83,49,47,18,34,4,89,85,67,31.5,89,78.96,208.9804,130.0204,113.09205,47.944175,78.96,312.46,544.4,231.94,461.215,74.3775,494,1,16,15,12,5.5,16,4,6,2,4.75,0.75,4,120,220,100,152,34,120,0.82,2.55,1.73,1.985,0.5825,2.55,1,2,1,1.75,0.375,2,0,4,4,2.75,1.375,4,0,10,10,7.5,3.75,10,0,14,14,3.5,5.25,0,1,29,28,15.5,7.25,16,0,1,1,0.25,0.375,0,0,3,3,1.75,0.875,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,0.5,2,25.92,90.7225,64.8025,43.878125,23.4221875,25.92,0,0.799,0.799,0.3995,0.3995,0.799,0,0,0,0,0,0,12,229,217,67.25,80.875,14,1.5,6,0.486094937
7295-Tl6SeI4,1.474,2.2086,I8 Se2 Tl12,34,81,47,66.54545455,15.76859504,81,76,96,20,84.45454545,9.223140496,76,78.96,204.3833,125.4233,164.8070618,43.17407802,204.3833,386.85,577,190.15,500.3090909,83.66280992,577,13,17,4,14.72727273,1.884297521,13,4,6,2,5.454545455,0.595041322,6,120,145,25,140.5454545,4.859504132,145,1.62,2.66,1.04,2.082727273,0.504793388,1.62,2,2,0,2,0,2,1,5,4,2.727272727,1.884297521,1,10,10,0,10,0,10,0,14,14,7.636363636,6.94214876,14,16,27,11,22.36363636,5.05785124,27,0,0,0,0,0,0,1,5,4,3.272727273,1.884297521,5,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,3.272727273,1.884297521,5,25.92,43.015,17.095,32.67636364,7.519008264,26.91,0,1.062,1.062,0.458818182,0.500528926,0,0,0,0,0,0,0,14,194,180,130.3636364,69.4214876,194,1.823067982,40.10749561,0.44343703
1344352-Hg2P2Se7,1.125,2.0834,Hg2 P2 Se7,15,80,65,38.90909091,14.94214876,34,71,89,18,84.63636364,5.553719008,89,30.973762,200.59,169.616238,92.34977491,39.36008185,78.96,234.32,494,259.68,414.6581818,100.9804959,494,12,16,4,15.09090909,1.157024793,16,3,6,3,4.181818182,0.661157025,4,107,132,25,119.8181818,4.661157025,120,2,2.55,0.55,2.384545455,0.210578512,2.55,2,2,0,2,0,2,0,4,4,3.090909091,1.157024793,4,0,10,10,8.181818182,2.975206612,10,0,14,14,2.545454545,4.165289256,0,5,26,21,15.81818182,3.933884298,16,0,0,0,0,0,0,0,3,3,1.818181818,0.661157025,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1.818181818,0.661157025,2,22.5702381,25.92,3.349761905,25.18687715,0.951505109,25.92,0,1.625,1.625,0.803909091,0.298578512,0.799,0,0,0,0,0,0,2,166,164,39.45454545,46.01652893,14,2.55034071,28.05374781,0.230057067
1752032-In2PbSe4,1.26,0.2645,In2 Pb1 Se4,34,82,48,45.14285714,12.73469388,34,75,89,14,83.85714286,5.87755102,89,78.96,207.2,128.24,107.5251429,32.64587755,78.96,429.75,600.61,170.86,490.8728571,34.92734694,494,13,16,3,14.85714286,1.306122449,16,4,6,2,4.571428571,0.653061224,4,120,146,26,130,11.42857143,120,1.78,2.55,0.77,2.298571429,0.296326531,2.55,2,2,0,2,0,2,1,4,3,2.857142857,1.306122449,4,10,10,0,10,0,10,0,14,14,2,3.428571429,0,13,28,15,16.85714286,3.183673469,16,0,0,0,0,0,0,2,5,3,3.142857143,1.306122449,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3.142857143,1.306122449,2,24.26,28.11,3.85,25.75857143,0.856326531,25.92,0,0.799,0.799,0.456571429,0.391346939,0.799,0,0,0,0,0,0,14,225,211,79.85714286,75.26530612,14,1.664497779,11.65148445,0.30054458
1752015-Al2PbSe4,1.291,0.1283,Al2 Pb1 Se4,13,82,69,34.85714286,13.46938776,34,73,89,16,83.28571429,6.530612245,89,26.9815386,207.2,180.2184614,82.42901103,35.64885399,78.96,494,933.47,439.47,634.7928571,170.6726531,494,13,16,3,14.85714286,1.306122449,16,3,6,3,4,0.571428571,4,120,146,26,124,6.285714286,120,1.61,2.55,0.94,2.25,0.365714286,2.55,2,2,0,2,0,2,1,4,3,2.857142857,1.306122449,4,0,10,10,7.142857143,4.081632653,10,0,14,14,2,3.428571429,0,3,28,25,14,6.285714286,16,0,0,0,0,0,0,2,5,3,3.142857143,1.306122449,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3.142857143,1.306122449,2,16.48,28.11,11.63,23.53571429,4.031836735,25.92,0,0.799,0.799,0.456571429,0.391346939,0.799,0,0,0,0,0,0,14,225,211,104.4285714,103.3469388,14,1.664497779,11.65148445,0.297715423
1375859-NaIrSe2,1.049,0.3542,Ir1 Na1 Se2,11,77,66,39,19,34,2,89,87,60,29,89,22.98976928,192.217,169.2272307,93.28169232,49.46765384,78.96,370.87,2739,2368.13,1024.4675,857.26625,494,1,16,15,10.5,5.5,16,3,6,3,4.25,0.875,4,120,166,46,136.75,16.75,120,0.93,2.55,1.62,2.0575,0.56375,2.55,1,2,1,1.75,0.375,2,0,4,4,2,2,4,0,10,10,6.75,3.375,10,0,14,14,3.5,5.25,0,1,23,22,14,6.5,16,0,1,1,0.25,0.375,0,0,2,2,1,1,2,0,3,3,0.75,1.125,0,0,0,0,0,0,0,1,3,2,2,0.5,2,14.21,29.24333333,15.03333333,23.82333333,4.806666667,25.92,0,0.799,0.799,0.3995,0.3995,0.799,0,0,0,0,0,0,14,229,215,120.5,106.5,14,1.5,6,0.47751853
1770998-TlIn5Se8,0.862,1.4637,In5 Se8 Tl1,34,81,47,42.71428571,9.959183673,34,75,89,14,83.07142857,6.775510204,89,78.96,204.3833,125.4233,100.7252357,24.8745551,78.96,429.75,577,147.25,476.9821429,33.7372449,494,13,16,3,14.71428571,1.469387755,16,4,6,2,4.5,0.571428571,4,120,145,25,129.6428571,11.02040816,120,1.62,2.55,0.93,2.208571429,0.390204082,2.55,2,2,0,2,0,2,1,4,3,2.714285714,1.469387755,4,10,10,0,10,0,10,0,14,14,1,1.857142857,0,13,27,14,15.71428571,1.93877551,16,0,0,0,0,0,0,2,5,3,3.285714286,1.469387755,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3.285714286,1.469387755,2,24.26,26.91,2.65,25.39785714,0.812755102,25.92,0,0.799,0.799,0.456571429,0.391346939,0.799,0,0,0,0,0,0,14,194,180,71.5,65.71428571,14,2.950212065,41.30296891,0.377546875
1775053-K3TaSe4,1.97,0.6583,K6 Se8 Ta2,19,73,54,33.25,10.6875,34,3,89,86,51.625,37.375,89,39.0983,180.94788,141.84958,76.7603475,28.24653562,78.96,336.53,3290,2953.47,784.44875,626.3878125,494,1,16,15,9,7,16,4,6,2,4.25,0.4375,4,120,203,83,157.375,37.375,120,0.82,2.55,1.73,1.77,0.78,2.55,1,2,1,1.625,0.46875,2,0,4,4,2,2,4,0,10,10,5.375,4.625,10,0,14,14,1.75,3.0625,0,1,19,18,10.75,7.3125,16,0,1,1,0.375,0.46875,0,0,2,2,1,1,2,0,7,7,0.875,1.53125,0,0,0,0,0,0,0,1,7,6,2.25,1.1875,2,18.12,73.10666667,54.98666667,42.64,22.85,25.92,0,0.799,0.799,0.3995,0.3995,0.799,0,0,0,0,0,0,14,229,215,121.5,107.5,14,1.811278124,28.98044999,0.358295657
6493-Tl2GeSe3,1.089,0.1413,Ge2 Se6 Tl4,32,81,49,49.33333333,21.11111111,34,76,89,13,83,6,89,72.64,204.3833,131.7433,119.7144333,56.44591111,78.96,494,1211.4,717.4,641.2333333,190.0555556,494,13,16,3,14.66666667,1.333333333,16,4,6,2,4.666666667,0.888888889,4,120,145,25,128.3333333,11.11111111,120,1.62,2.55,0.93,2.15,0.4,2.55,2,2,0,2,0,2,1,4,3,2.666666667,1.333333333,4,10,10,0,10,0,10,0,14,14,4.666666667,6.222222222,0,14,27,13,19.33333333,5.111111111,16,0,0,0,0,0,0,2,5,3,3.333333333,1.333333333,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3.333333333,1.333333333,2,23.005,26.91,3.905,25.76416667,0.919722222,25.92,0,0.799,0.799,0.463333333,0.335666667,0.799,0,0,0,0,0,0,14,225,211,109.1666667,95.16666667,14,2.584962501,31.01955001,0.322603244
1752850-Tl3SbSe4,0.574,1.2287,Sb2 Se8 Tl6,34,81,47,53.75,20.4375,34,76,89,13,83.625,5.71875,89,78.96,204.3833,125.4233,131.3437375,54.77967188,78.96,494,903.78,409.78,576.3475,82.3475,494,13,16,3,14.75,1.3125,16,4,6,2,4.875,0.875,4,120,145,25,131.75,11.75,120,1.62,2.55,0.93,2.13875,0.41125,2.55,2,2,0,2,0,2,1,4,3,2.75,1.3125,4,10,10,0,10,0,10,0,14,14,5.25,6.5625,0,15,27,12,20,5.25,16,0,0,0,0,0,0,2,5,3,3.25,1.3125,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3.25,1.3125,2,25.92,31.56,5.64,26.99625,1.1409375,25.92,0,0.799,0.799,0.3995,0.3995,0.799,0,0,0,0,0,0,14,194,180,100.5,86.5,14,1.811278124,28.98044999,0.376475593
1443487-HgSe,0.72,0.3026,Hg3 Se3,34,80,46,57,23,34,71,89,18,80,9,71,78.96,200.59,121.63,139.775,60.815,78.96,234.32,494,259.68,364.16,129.84,234.32,12,16,4,14,2,12,4,6,2,5,1,4,120,132,12,126,6,120,2,2.55,0.55,2.275,0.275,2,2,2,0,2,0,2,0,4,4,2,2,0,10,10,0,10,0,10,0,14,14,7,7,0,16,26,10,21,5,16,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,25.23758621,25.92,0.682413793,25.5787931,0.341206897,25.23758621,0,0.799,0.799,0.3995,0.3995,0,0,0,0,0,0,0,14,166,152,90,76,14,1,6,0.309278166
1737546-K2HgSe2,1.593,3.3163,Hg4 K8 Se8,19,80,61,37.2,17.12,19,3,89,86,51,38.4,3,39.0983,200.59,161.4917,87.34132,45.299472,39.0983,234.32,494,259.68,379.076,91.9392,336.53,1,16,15,9.2,6.56,1,4,6,2,4.4,0.64,4,120,203,83,155.6,37.92,120,0.82,2.55,1.73,1.748,0.7424,0.82,1,2,1,1.6,0.48,1,0,4,4,1.6,1.92,0,0,10,10,6,4.8,0,0,14,14,2.8,4.48,0,1,26,25,12,8.8,1,0,1,1,0.4,0.48,0,0,2,2,0.8,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1.2,0.64,1,25.23758621,73.10666667,47.86908046,44.65818391,22.75878621,25.92,0,0.799,0.799,0.3196,0.38352,0,0,0,0,0,0,0,14,229,215,130.4,93.12,14,2.321928095,46.4385619,0.33612327
